title,governorate,city,maker,model,model_year,mileage,car_type,price,minimum_down_payment,link
Mercedes E200 2022,Giza,Sheikh Zayed,Mercedes,E200,2022,33000.0,Automatic,1800000.0,,https://contactcars.com/en/used-cars/mercedes-e200/0a37e756f728?status=Used?dealer=1519477
اودى A3 2016 بحاله ممتازه,Luxor,Luxor,Audi,A3,2016,131000.0,Automatic,970000.0,,https://contactcars.com/en/used-cars/audi-a3/f6b2a73bd3df?status=Used
MG 6 2022,Cairo,Heliopolis,MG,6,2022,56000.0,Automatic,1100000.0,550000.0,https://contactcars.com/en/used-cars/mg-6/dca9baac4839?status=Used
فيات سيينا راشه برة نضافه دواخل فابريكة,Cairo,Hadayeq El Qoba,Fiat,Siena,2002,200000.0,Manual,150000.0,,https://contactcars.com/en/used-cars/fiat-siena/7b5bc758edb7?status=Used
Range Rover Velar 2020 (MTI) B250 SE,Cairo,Nasr City,Range Rover,Velar,2020,30000.0,Automatic,5700000.0,,https://contactcars.com/en/used-cars/range_rover-velar/046382d148e8?status=Used
Opel Astra in great condition,Cairo,Abbasiya,OPEL,Astra,2021,105000.0,Automatic,950000.0,,https://contactcars.com/en/used-cars/opel-astra/b1ee5fe0add9?status=Used
شيفرولية كروز فبريكا بالكامل ٢٠١٧ اول يد,Giza,El Haram,Chevrolet,Cruze,2017,175000.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/chevrolet-cruze/7860b4b9aef4?status=Used
seat abiza2011,Port Said,Al-Manakh district,Seat,Ibiza,2011,202000.0,Automatic,510000.0,,https://contactcars.com/en/used-cars/seat-ibiza/462b6dfd0fc6?status=Used
للبيع كيا سبورتاج كسر زيرو,Cairo,Nasr City,Kia,Sportage,2022,26000.0,Automatic,1700000.0,340000.0,https://contactcars.com/en/used-cars/kia-sportage/41dd0b48921f?status=Used
bmw320.2020.G20,Cairo,Maadi,BMW,320i,2020,100000.0,Automatic,2400000.0,,https://contactcars.com/en/used-cars/bmw-320i/d6455a7ae96d?status=Used
BMW x1 Xline 2013,Cairo,Down Town,BMW,X1,2013,109000.0,Automatic,1350000.0,,https://contactcars.com/en/used-cars/bmw-x1/b2d950674944?status=Used
سكودا اوكتافيا vrs فابريكه بالكامل,Cairo,Sheraton,Skoda,Octavia,2021,98000.0,Automatic,1950000.0,,https://contactcars.com/en/used-cars/skoda-octavia/082c6718e007?status=Used
عربيه شيفروليه اوبترا موديل ٢٠٢١,Cairo,Heliopolis,Chevrolet,Optra,2021,50000.0,Automatic,750000.0,187500.0,https://contactcars.com/en/used-cars/chevrolet-optra/05a36e50e4a6?status=Used
B180,Cairo,Heliopolis,Mercedes,B 180,2015,140000.0,Automatic,1280000.0,,https://contactcars.com/en/used-cars/mercedes-b_180/f4822e8beca1?status=Used
Citroen c4X فابريكة بالكامل للبيع,Cairo,New Cairo & 5th Settlement,Citroen,C4 X,2023,28000.0,Automatic,1600000.0,320000.0,https://contactcars.com/en/used-cars/citroen-c4_x/0124b6dd743c?status=Used
تويوتا,Cairo,Mokattam,Toyota,Fortuner,2018,140.0,Automatic,3300000.0,,https://contactcars.com/en/used-cars/toyota-fortuner/5118eb3a6730?status=Used
Peugeot 508 Gt line,Cairo,New Cairo & 5th Settlement,Peugeot,508,2020,117000.0,Automatic,1550000.0,,https://contactcars.com/en/used-cars/peugeot-508/4246b14efa77?status=Used
mg6 fabric inside and outside,Cairo,Mokattam,MG,6,2021,100000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/mg-6/7f540fd7639b?status=Used
تويوتا فورتشنر موديل ٢٠٢٤,Giza,Sheikh Zayed,Toyota,Fortuner,2024,6000.0,Automatic,4700000.0,940000.0,https://contactcars.com/en/used-cars/toyota-fortuner/0b877f5ab08d?status=Used
Mercedes GLC 200 SUV,Giza,Sheikh Zayed,Mercedes,GLC 200,2020,112000.0,Automatic,4000000.0,,https://contactcars.com/en/used-cars/mercedes-glc_200/fd70d27dcc2d?status=Used
مارتى ٢٠١٤ عداد ٦٣ حالة ممتازة، فابريكة,Cairo,Helwan,Suzuki,Maruti,2014,61000.0,Manual,190000.0,,https://contactcars.com/en/used-cars/suzuki-maruti/f80e686cc306?status=Used
توسان 2022 الفئه 4 ماشيه 19 الف,Qalyubia,El Oobor,Hyundai,Tucson,2022,19000.0,Automatic,2200000.0,440000.0,https://contactcars.com/en/used-cars/hyundai-tucson/1775e268a063?status=Used
OPEL CORSA 2022 Top line,Cairo,Nasr City,OPEL,Corsa,2022,100000.0,Automatic,980000.0,,https://contactcars.com/en/used-cars/opel-corsa/a5277a4e3e65?status=Used?dealer=1519516
جيب رنجييد 4&4,Cairo,Maadi,Jeep,Renegade,2016,145000.0,Automatic,1150000.0,,https://contactcars.com/en/used-cars/jeep-renegade/134eba489d2b?status=Used
SEAT LEON 2022 FR,Cairo,Nasr City,Seat,Leon,2022,10000.0,Automatic,1900000.0,475000.0,https://contactcars.com/en/used-cars/seat-leon/670fcbd7b041?status=Used?dealer=1519516
Bmw 520i G30 M Sport 2019 (Fully Loaded) (واكيل),Cairo,Nasr City,BMW,520i,2019,120000.0,Automatic,2600000.0,,https://contactcars.com/en/used-cars/bmw-520i/bd77140177af?status=Used?dealer=1519545
كورولا 21 بحاله ممتازه,Cairo,El Sherouk City,Toyota,Corolla,2021,86000.0,Automatic,1250000.0,,https://contactcars.com/en/used-cars/toyota-corolla/be3e4ed0f58b?status=Used
فرصة عظيمة لهواة الحالات الشاذة والسيارات الفابريقة,Cairo,Hadayeq El Qoba,Hyundai,Excel,1995,237000.0,Manual,175000.0,,https://contactcars.com/en/used-cars/hyundai-excel/4b712718cb76?status=Used
مرسيدس B180 للبيع,Cairo,New Cairo & 5th Settlement,Mercedes,B 180,2015,187000.0,Automatic,999000.0,,https://contactcars.com/en/used-cars/mercedes-b_180/fcd37f8e7f51?status=Used
GLA 200/2022,Cairo,Heliopolis,Mercedes,GLA 200,2022,23000.0,Automatic,3350000.0,670000.0,https://contactcars.com/en/used-cars/mercedes-gla_200/57c20cf7676d?status=Used?dealer=1519501
bmw 420i,Giza,Sheikh Zayed,BMW,420i Coupe,2022,11000.0,Automatic,4200000.0,840000.0,https://contactcars.com/en/used-cars/bmw-420i_coupe/8dda5383ba42?status=Used
Mg6 كسر زيرو ٢٠٢١,Ismailia,Ismailia,MG,6,2021,85000.0,Automatic,1190000.0,,https://contactcars.com/en/used-cars/mg-6/ff0ae620d040?status=Used
C180/2022 avant garde,Cairo,Heliopolis,Mercedes,C180,2022,15000.0,Automatic,1300000.0,,https://contactcars.com/en/used-cars/mercedes-c180/11b9d529fb56?status=Used?dealer=1519501
للبيع BMW i318 luxure Luxury 2016,Cairo,Rehab City,BMW,318i,2016,115000.0,Automatic,1400000.0,,https://contactcars.com/en/used-cars/bmw-318i/c67171acfe47?status=Used
اوكتافيا استايل بلس فابريكا بالكامل ضمان سنتين,Cairo,Zahraa Maadi,Skoda,Octavia,2021,55000.0,Automatic,1900000.0,380000.0,https://contactcars.com/en/used-cars/skoda-octavia/e52ad35ec25f?status=Used
توسان 2017 حالة ممتازة,Cairo,Nasr City,Hyundai,Tucson,2017,220000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/632ea5d2736e?status=Used
نيسان قشقاي بحالة الزيرو,Dakahlia,Mansoura,Nissan,Qashqai,2022,13000.0,Automatic,1550000.0,310000.0,https://contactcars.com/en/used-cars/nissan-qashqai/fa864a520b9a?status=Used
كورولا ٢٠٢٠,Cairo,Mokattam,Toyota,Corolla,2020,78000.0,Automatic,1075000.0,,https://contactcars.com/en/used-cars/toyota-corolla/9add47caa4cd?status=Used
هيونداي النترا افانتي Hyundai Elantra Avante,Cairo,Mokattam,Hyundai,Elantra,2001,240000.0,Automatic,420000.0,,https://contactcars.com/en/used-cars/hyundai-elantra/450957022bc2?status=Used
للبيع شيفروليه لانوس,Giza,Doki,Chevrolet,Lanos,2011,124000.0,Manual,360000.0,,https://contactcars.com/en/used-cars/chevrolet-lanos/6fc60b6be32d?status=Used
مرسيدس مستورد جديد,Cairo,New Cairo & 5th Settlement,Mercedes,C180,2023,5000.0,Automatic,4200000.0,840000.0,https://contactcars.com/en/used-cars/mercedes-c180/4c26e390e299?status=Used
رينو فلوانس بحالة ممتازة,Giza,6th of October,Renault,Fluence,2014,175000.0,Automatic,580000.0,,https://contactcars.com/en/used-cars/renault-fluence/0772b0bead40?status=Used
جراند شيروكي خليجي حاله ممتازة,Cairo,Nasr City,Jeep,Grand Cherokee,2012,130000.0,Automatic,1850000.0,,https://contactcars.com/en/used-cars/jeep-grand_cherokee/416f4ebb74ba?status=Used
BMW 320i M Sport Model 2019,Eastern,Zagazig,BMW,320i,2019,130000.0,Automatic,2100000.0,,https://contactcars.com/en/used-cars/bmw-320i/7756ac0ecc56?status=Used
عربية هيونداى,Cairo,New Cairo & 5th Settlement,Hyundai,Elantra HD,2021,53000.0,Automatic,870000.0,174000.0,https://contactcars.com/en/used-cars/hyundai-elantra_hd/f2684dbbf6b2?status=Used
Nissan Qashqai White Fabrika,Giza,Sheikh Zayed,Nissan,Qashqai,2017,90000.0,Automatic,920000.0,,https://contactcars.com/en/used-cars/nissan-qashqai/e59786f69891?status=Used
جاك اعلى فئه بحاله الزيرو,Cairo,Nasr City,JAC,JS3,2022,40000.0,Automatic,900000.0,,https://contactcars.com/en/used-cars/jac-js3/08d29c2a5541?status=Used
رينو لوجان ٢٠٢١,Cairo,Nasr City,Renault,Logan,2021,66000.0,Automatic,630000.0,126000.0,https://contactcars.com/en/used-cars/renault-logan/f5b3081ec239?status=Used
BMW X1 2020 MINT CONDITION,Cairo,Nasr City,BMW,X1,2020,73000.0,Automatic,2200000.0,440000.0,https://contactcars.com/en/used-cars/bmw-x1/246823027ef0?status=Used?dealer=1519526
عربيه ad2017,Suez,Ataqah,Hyundai,Elantra AD,2017,82000.0,Automatic,1150000.0,,https://contactcars.com/en/used-cars/hyundai-elantra_ad/2b54bfd25c9d?status=Used
لانسر شارك فئة تانية ٢٠١٦,Giza,Faisal,Mitsubishi,Lancer,2016,183000.0,Automatic,690000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/b1c4c9baee3a?status=Used
قانون المغتربين - Mercedes-Benz C 200 2024 مرسيدس بنز,Cairo,New Cairo & 5th Settlement,Mercedes,C200,2024,14000.0,Automatic,2000000.0,,https://contactcars.com/en/used-cars/mercedes-c200/bbc362e83a85?status=Used?dealer=1519528
نيسان سنترا بحاله ممتازه,Ismailia,Ismailia,Nissan,Sentra,2018,230000.0,Automatic,900000.0,,https://contactcars.com/en/used-cars/nissan-sentra/fa0de484369d?status=Used
شيفورليه اوبترا بحالة ممتازة,Cairo,Shoubra,Chevrolet,Optra,2017,92000.0,Automatic,490000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/e2444d7949f3?status=Used
جيب رينجيد اعلى فئه ٢٠٢١ بحالة الزيزو,Cairo,Ramsis & Ramsis Ext.,Jeep,Renegade,2021,25000.0,Automatic,1800000.0,360000.0,https://contactcars.com/en/used-cars/jeep-renegade/6e4f82188147?status=Used
سياره هيونداي فيرنا موديل 2012,Cairo,Heliopolis,Hyundai,Verna,2012,137000.0,Automatic,410000.0,,https://contactcars.com/en/used-cars/hyundai-verna/b8b1af7f8520?status=Used
Citroen C-Elysee 2014 - سيتروين سي اليزيه ٢٠١٤,Giza,Sheikh Zayed,Citroen,C-Elysee,2014,198000.0,Automatic,500000.0,,https://contactcars.com/en/used-cars/citroen-c_elysee/a09c7c44ad0f?status=Used
لانسر شارك,Dakahlia,Mit Ghamar,Mitsubishi,Lancer,2015,115000.0,Automatic,825000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/4fd874998530?status=Used
بيجو ٤٠٦ موديل ١٩٩٧,Giza,Faisal,Peugeot,406,1997,300000.0,Manual,200000.0,,https://contactcars.com/en/used-cars/peugeot-406/5da994dd2ebf?status=Used
توسان ٢٠٢٠ بصمة,Giza,El Haram,Hyundai,Tucson,2020,120000.0,Automatic,1515000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/1ec4dfcb2b47?status=Used
كيا سبورتاج فابريكا,Cairo,Ain Shams,Kia,Sportage,2019,103000.0,Automatic,1850000.0,,https://contactcars.com/en/used-cars/kia-sportage/f9c02b2ac7fa?status=Used
رينو ستيب واي 2017,Eastern,10th of Ramadan,Renault,Sandero Stepway,2017,160000.0,Automatic,600000.0,,https://contactcars.com/en/used-cars/renault-sandero_stepway/8e7652809537?status=Used
للبيع سي اليزيه بحاله موديل ٢٠١٤,Cairo,New Cairo & 5th Settlement,Citroen,C-Elysee,2014,133000.0,Automatic,380000.0,,https://contactcars.com/en/used-cars/citroen-c_elysee/768fbbb4ea27?status=Used
للبيع اوبل استرا ٢٠١٦ انجوي بلاس,Cairo,New Cairo & 5th Settlement,OPEL,Astra,2016,184000.0,Automatic,580000.0,,https://contactcars.com/en/used-cars/opel-astra/1cf84b8b881d?status=Used
تيجو ٣ فابريكه بالكامل,Giza,6th of October,Chery,Tiggo 3,2020,122000.0,Automatic,700000.0,,https://contactcars.com/en/used-cars/chery-tiggo_3/429e7bc436c1?status=Used
هيونداي توسان ٢٠١٧ بحاله ممتازه ١٣٥،٠٠٠ كم - رخصه ساريه ٨/٢٠٢٦,Cairo,New Cairo & 5th Settlement,Hyundai,Tucson,2017,135000.0,Automatic,1250000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/3d06427ed3f0?status=Used
Fiat tipo model 2019 (Automatic),Cairo,Madinaty,Fiat,Tipo,2019,115000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/fiat-tipo/842472d643a2?status=Used
اوبل استرا ٢٠١٣ فبريكا,Giza,Sheikh Zayed,OPEL,Astra,2013,168000.0,Automatic,690000.0,,https://contactcars.com/en/used-cars/opel-astra/bef548241dd8?status=Used
E200 2023 best price,Giza,Sheikh Zayed,Mercedes,E200,2023,6000.0,Automatic,4975000.0,995000.0,https://contactcars.com/en/used-cars/mercedes-e200/261d80926206?status=Used
نيسان صني ٢٠١٦,Giza,6th of October,Nissan,Sunny,2016,230000.0,Automatic,475000.0,,https://contactcars.com/en/used-cars/nissan-sunny/f7b21db42659?status=Used
اوبل استرا ٢٠١٧,Cairo,New Cairo & 5th Settlement,OPEL,Astra,2017,245000.0,Automatic,620000.0,,https://contactcars.com/en/used-cars/opel-astra/b21bfd32aa19?status=Used
هيونداي فيرنا بحالة ممتازة جدا,Giza,6th of October,Hyundai,Verna 1.6,2012,212000.0,Manual,360000.0,,https://contactcars.com/en/used-cars/hyundai-verna_1.6/27cc03d6f575?status=Used
Used Renault Captur 1.2L SE 2016,Hurghada,Hurghada South,Renault,Captur,2016,56200.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/renault-captur/0a6536a81d9e?status=Used
رينو لوجان حاله جيده جدا فابريكا دواخل,Eastern,Abu Hammad,Renault,Logan,2010,220000.0,Manual,260000.0,,https://contactcars.com/en/used-cars/renault-logan/0ddbed130f8d?status=Used
شيفروليه افيو,Cairo,Future City,Chevrolet,Aveo,2011,112000.0,Manual,355000.0,,https://contactcars.com/en/used-cars/chevrolet-aveo/52b5a9fefb85?status=Used
هيونداي RB بحالة ممتازة فابريكا دواخل وسقف وشنطة,Eastern,Zagazig,Hyundai,Accent,2012,280000.0,Automatic,580000.0,,https://contactcars.com/en/used-cars/hyundai-accent/dc4d55262a4e?status=Used
BMW 730Li,Cairo,New Cairo & 5th Settlement,BMW,730Li,2020,15300.0,Automatic,7150000.0,,https://contactcars.com/en/used-cars/bmw-730li/8a5c7361ad56?status=Used
سبورتاج للبيع,Cairo,Madinaty,Kia,Sportage,2020,177000.0,Automatic,1400000.0,,https://contactcars.com/en/used-cars/kia-sportage/503177fac67e?status=Used
فيات تيبوا كسر زيروا,Cairo,Heliopolis,Fiat,Tipo,2022,15000.0,Automatic,1000000.0,250000.0,https://contactcars.com/en/used-cars/fiat-tipo/5e9842dc7ef8?status=Used
سيارة للبيع,Cairo,New Cairo & 5th Settlement,BMW,320i,2013,250000.0,Automatic,1300000.0,,https://contactcars.com/en/used-cars/bmw-320i/8b8292ac45ab?status=Used
رينو لوجان 2015 بحاله ممتازه,Giza,6th of October,Renault,Logan,2015,225000.0,Manual,370000.0,,https://contactcars.com/en/used-cars/renault-logan/e50789cd13a6?status=Used
فرصه,Cairo,Nasr City,Hyundai,Tucson,2016,125000.0,Automatic,875000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/0ed40d6937ef?status=Used
فابريكا جميع الصيانات في التوكيل MG RX5,Cairo,New Cairo & 5th Settlement,MG,RX5,2020,85000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/mg-rx5/197256b0260c?status=Used
MERCEDES C200 Avantgarde 2022,Cairo,Heliopolis,Mercedes,C200,2022,9500.0,Automatic,3250000.0,650000.0,https://contactcars.com/en/used-cars/mercedes-c200/2e14ad6d16c0?status=Used?dealer=1519534
Mercedes C180 avantgarde 2022,Cairo,Heliopolis,Mercedes,C180,2022,3500.0,Automatic,3200000.0,640000.0,https://contactcars.com/en/used-cars/mercedes-c180/d2158157c47a?status=Used?dealer=1519534
نيسان صني الشكل القديم بحاله ممتازه استعمال مهندس,Kafr El Sheikh,Down Town,Nissan,Sunny,2015,115.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/nissan-sunny/4d14c2926698?status=Used
رينو لوجان اوتوماتيك فبريكا بالكامل اساسيات ممتازه,Cairo,Nasr City,Renault,Logan,2015,360000.0,Automatic,350000.0,,https://contactcars.com/en/used-cars/renault-logan/6afe1b5b1a49?status=Used
Bmw 520i model 2013,Cairo,New Cairo & 5th Settlement,BMW,520i,2013,220000.0,Automatic,1300000.0,,https://contactcars.com/en/used-cars/bmw-520i/fc1a8ee99e70?status=Used
نيسان صنى ٢٠١٩ اتوماتيك فئة اولى,Cairo,Heliopolis,Nissan,Sunny,2019,161000.0,Automatic,592000.0,,https://contactcars.com/en/used-cars/nissan-sunny/a77ca97e2118?status=Used
Mercedes C180 Classic,Alexandria,Sporting,Mercedes,C180,2015,140000.0,Automatic,1990000.0,,https://contactcars.com/en/used-cars/mercedes-c180/116d0affb56b?status=Used
Mercedes C180 AMG,Giza,Cairo Alexandria Desert Road,Mercedes,C180,2019,98000.0,Automatic,2699000.0,,https://contactcars.com/en/used-cars/mercedes-c180/e5fef57f4200?status=Used
نيسان صنى سوبر صالون,Cairo,Nasr City,Nissan,Sunny,2020,50000.0,Automatic,745000.0,149000.0,https://contactcars.com/en/used-cars/nissan-sunny/3571cc0bc37b?status=Used?dealer=1519453
اوبل استرا فابريكا بالكامل,Cairo,New Cairo & 5th Settlement,OPEL,Astra GTC,2015,160000.0,Automatic,720000.0,,https://contactcars.com/en/used-cars/opel-astra_gtc/fbdbcd9a6ac3?status=Used
C180 AMG 2022 Wakeel,Giza,Agouza,Mercedes,C180,2022,18500.0,Automatic,4000000.0,,https://contactcars.com/en/used-cars/mercedes-c180/6544ac67793e?status=Used
نيو اوبترا,Cairo,Nasr City,Chevrolet,Optra,2022,76000.0,Automatic,250000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/0baea6c1ab7b?status=Used?dealer=1519453
رينو كادجار 2019 توب لاين,Cairo,Heliopolis,Renault,Kadjar,2019,150000.0,Automatic,1180000.0,,https://contactcars.com/en/used-cars/renault-kadjar/5529a7644ac1?status=Used?dealer=1519349
تيجو 8 /Luxury /25000Km,Western,Tanta,Chery,Tiggo 8,2021,25000.0,Automatic,1300000.0,650000.0,https://contactcars.com/en/used-cars/chery-tiggo_8/33ae884c826c?status=Used
سيارة مازدا وراد الخارج خليجى,Cairo,Nasr City,Mazda,CX9,2009,184000.0,Automatic,1000000.0,,https://contactcars.com/en/used-cars/mazda-cx9/0d65c53bcdbc?status=Used
نيسان صني 2016 سوبر صالون,Giza,El Omranya,Nissan,Sunny,2016,220000.0,Automatic,570000.0,,https://contactcars.com/en/used-cars/nissan-sunny/8a146b253047?status=Used
Fiat Tipo Manual For Sale,Cairo,Rehab City,Fiat,Tipo,2021,92000.0,Manual,700000.0,,https://contactcars.com/en/used-cars/fiat-tipo/f81f2fb157fe?status=Used
تيجو ٣ موديل ٢٠٢٣,Alexandria,Cleopatra,Chery,Tiggo 3,2023,32000.0,Automatic,875000.0,437500.0,https://contactcars.com/en/used-cars/chery-tiggo_3/ddbef9810f5f?status=Used
مالك اول حاله ممتازه,Giza,6th of October,Jeep,Grand Cherokee,2014,200000.0,Automatic,1850000.0,,https://contactcars.com/en/used-cars/jeep-grand_cherokee/d4f791cf5b62?status=Used
MG RX5,Cairo,Maadi,MG,RX5,2021,70000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/mg-rx5/ef7479b742a3?status=Used
سياره تويوتا كورولا موديل 2004,Cairo,Heliopolis,Toyota,Corolla,2004,97000.0,Automatic,540000.0,,https://contactcars.com/en/used-cars/toyota-corolla/59e6c42dc696?status=Used
E34 Bmw,Giza,6th of October,BMW,525i,1990,300000.0,Manual,230000.0,,https://contactcars.com/en/used-cars/bmw-525i/01d5a9997f43?status=Used
بيچو ٣٠١ حاله ممتازه,Giza,6th of October,Peugeot,301,2018,103000.0,Automatic,620000.0,,https://contactcars.com/en/used-cars/peugeot-301/1ff45b527ca3?status=Used
C180 AMGمرسيدس night packge كوبيه ابيض فابريكه2019,Giza,6th of October,Mercedes,C180,2019,80000.0,Automatic,2650000.0,530000.0,https://contactcars.com/en/used-cars/mercedes-c180/740c973b8f03?status=Used
هيونداي توسان فولي لودد,Cairo,Madinaty,Hyundai,Tucson,2020,115000.0,Automatic,1650000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/54b126c30cfe?status=Used
Jeep wrangler 4*4 model 2011,Cairo,Mokattam,Jeep,Wrangler,2011,160000.0,Automatic,1300000.0,,https://contactcars.com/en/used-cars/jeep-wrangler/e91591cc111c?status=Used
ميجان 2005,Cairo,Nasr City,Renault,Megane,2005,192000.0,Automatic,280000.0,,https://contactcars.com/en/used-cars/renault-megane/934447016a46?status=Used
توليدو مالك اول من الزيرو حاله ممتازه,Cairo,New Cairo & 5th Settlement,Seat,Toledo,2018,73000.0,Automatic,910000.0,,https://contactcars.com/en/used-cars/seat-toledo/8d76cd03e1b6?status=Used
MG HS موديل ٢٠٢٢,Giza,Sheikh Zayed,MG,HS,2022,70500.0,Automatic,1350000.0,,https://contactcars.com/en/used-cars/mg-hs/e8b43fe00785?status=Used
ام جي 6,Qalyubia,Qalyoub,MG,6,2022,34000.0,Automatic,1250000.0,625000.0,https://contactcars.com/en/used-cars/mg-6/bc020b64b74c?status=Used
Ramez,Cairo,New Cairo & 5th Settlement,Mini,Cabrio,2017,40000.0,Automatic,1750000.0,,https://contactcars.com/en/used-cars/mini-cabrio/cc1310f24637?status=Used
اسكودا معدله VRS بالكامل,Kafr El Sheikh,Sedi Salm,Skoda,Octavia,2020,68000.0,Automatic,2200000.0,440000.0,https://contactcars.com/en/used-cars/skoda-octavia/647721f5c879?status=Used
رينو داستر H2 موديل 2019 عداد 87000كم فبريكا بالكامل بره وجوه,Hurghada,Al Kawthar,Renault,Duster,2019,87000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/renault-duster/d31b564ffdd7?status=Used
لمحبى التميز والأناقة من نيسان صني,Cairo,El Sherouk City,Nissan,Sunny,2017,97000.0,Automatic,530000.0,,https://contactcars.com/en/used-cars/nissan-sunny/53c2dfb1e8d2?status=Used
X3 2009,Cairo,New Cairo & 5th Settlement,BMW,X3,2009,250000.0,Automatic,890000.0,,https://contactcars.com/en/used-cars/bmw-x3/4da513d7f2fc?status=Used
cruze 2014,Giza,6th of October,Chevrolet,Cruze,2014,165000.0,Automatic,595000.0,,https://contactcars.com/en/used-cars/chevrolet-cruze/bef8d69c7b5e?status=Used
"Kia Cerato 2017 K4 80,000KM",Cairo,New Cairo & 5th Settlement,Kia,Cerato,2017,80000.0,Automatic,925000.0,,https://contactcars.com/en/used-cars/kia-cerato/56b100533944?status=Used
دودج نيون ٢٠٢٠ خليجي اوتوماتيك,Alexandria,Muharram Bey,Dodge,Nitro,2020,100000.0,Automatic,975000.0,,https://contactcars.com/en/used-cars/dodge-nitro/3cae50804187?status=Used
BENTELY MULSANNE,Cairo,Heliopolis,Bentley,Flying spur,2011,10000.0,Automatic,400000.0,,https://contactcars.com/en/used-cars/bentley-flying_spur/2ab55ba8fee6?status=Used
Mercedes E 180- model 2019 - all fabric,Giza,Sheikh Zayed,Mercedes,E 180,2019,73000.0,Automatic,3700000.0,740000.0,https://contactcars.com/en/used-cars/mercedes-e_180/d5960d3936fd?status=Used
Skoda Octavia VRS,Cairo,Heliopolis,Skoda,Octavia,2024,5000.0,Automatic,2900000.0,580000.0,https://contactcars.com/en/used-cars/skoda-octavia/895178e78d0e?status=Used
MG rx5 2020 وارد الكويت,Cairo,El Sherouk City,MG,RX5,2020,36000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/mg-rx5/6f7c62225f25?status=Used
BMW X1 sDrive 18i M sport,Cairo,New Cairo & 5th Settlement,BMW,X1,2023,12000.0,Automatic,3450000.0,690000.0,https://contactcars.com/en/used-cars/bmw-x1/4f5de76488b4?status=Used
سيارة نيسان تيدا للبيع بحالة ممتازة,Giza,El Haram,Nissan,Tiida,2009,200000.0,Automatic,450000.0,,https://contactcars.com/en/used-cars/nissan-tiida/f287b03203e0?status=Used
كيا جران سيراتو فئة EXCam ٣٠٠٠ كيلو وكيل رخصة ٣ سنوات,Cairo,New Cairo & 5th Settlement,Kia,Grand Cerato,2023,3000.0,Automatic,1480000.0,296000.0,https://contactcars.com/en/used-cars/kia-grand_cerato/e107a0cba0d5?status=Used
"Lancer shark 2016 , fabrica in and out , 100000 km",Giza,6th of October,Mitsubishi,Lancer,2016,100000.0,Automatic,865000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/5e9c7445535f?status=Used
رينو لوجان 2022 كسر زيرو,Cairo,Nasr City,Renault,Logan,2022,90000.0,Automatic,150000.0,,https://contactcars.com/en/used-cars/renault-logan/a39a27bf2379?status=Used?dealer=1519513
كيا بيكانتو كسر زيرو,Cairo,New Cairo & 5th Settlement,Kia,Picanto,2024,1000.0,Automatic,950000.0,190000.0,https://contactcars.com/en/used-cars/kia-picanto/d5ac1e28ea52?status=Used
تويوتا كرولا,Cairo,Heliopolis,Toyota,Corolla,2015,15000.0,Automatic,1150000.0,,https://contactcars.com/en/used-cars/toyota-corolla/3886ed87565e?status=Used?dealer=1519406
رينو لوجان اول فئة بحالة الزيرو,Cairo,Badr City,Renault,Logan,2019,120000.0,Automatic,600000.0,,https://contactcars.com/en/used-cars/renault-logan/276049dd3b80?status=Used
BMW x1 2000cc,Cairo,New Cairo & 5th Settlement,BMW,X1,2018,80000.0,Automatic,1850000.0,,https://contactcars.com/en/used-cars/bmw-x1/a87a524a8729?status=Used
Skoda Kodiaq sport line,Cairo,New Cairo & 5th Settlement,Skoda,KODIAQ,2022,25000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/skoda-kodiaq/fe414a2d4140?status=Used?dealer=1519365
508 gt line,Western,Mahalla al-Kubra,Peugeot,508,2020,85000.0,Automatic,1665000.0,333000.0,https://contactcars.com/en/used-cars/peugeot-508/d7bc10da7d82?status=Used
مرسيدس C180 AMG وارد ألمانيا فابريكة صيانات وكيل بالفواتير,Cairo,New Cairo & 5th Settlement,Mercedes,C180,2013,170000.0,Automatic,1900000.0,,https://contactcars.com/en/used-cars/mercedes-c180/1656ac5b3c11?status=Used
جيتا من النوادر الوحيده عشرون الف كيلو الفئه الاولي كالزيرو,Alexandria,Sidi Gaber,Volkswagen,Jetta,2007,22000.0,Automatic,1250000.0,,https://contactcars.com/en/used-cars/volkswagen-jetta/13c2d5682041?status=Used
