title,governorate,city,maker,model,model_year,mileage,car_type,price,minimum_down_payment,link
افيو 2015 اوتوماتيك,Giza,Faisal,Chevrolet,Aveo,2015,111000.0,Automatic,445000.0,,https://contactcars.com/en/used-cars/chevrolet-aveo/4c3a7954211d?status=Used
نيسان قشقاي تاني فئه رخصه سنه ونص، كاسيت معدل ، العربيه فابريكا,Cairo,Madinaty,Nissan,Qashqai,2017,135000.0,Automatic,950000.0,,https://contactcars.com/en/used-cars/nissan-qashqai/22882e64392a?status=Used
RS 2022,Eastern,10th of Ramadan,Skoda,Octavia,2022,69000.0,Automatic,2450000.0,490000.0,https://contactcars.com/en/used-cars/skoda-octavia/44bd3d75f905?status=Used
لادا جرانتا فبريكا بالكامل,Giza,6th of October,Lada,Granta,2020,105000.0,Manual,380000.0,,https://contactcars.com/en/used-cars/lada-granta/f49bb5760cb0?status=Used
كيا سبورتاج ٢٠٢٠,Cairo,Sheraton,Kia,Sportage,2020,90000.0,Automatic,1650000.0,,https://contactcars.com/en/used-cars/kia-sportage/3f4e2e94d15c?status=Used
شيري اريزو ٥ تاني فئه اتوماتيك,Qalyubia,El Oobor,Chery,ARRIZO 5,2022,35000.0,Automatic,685000.0,342500.0,https://contactcars.com/en/used-cars/chery-arrizo_5/f798f9afe177?status=Used
Astra turbo 2019,Giza,Sheikh Zayed,OPEL,Astra,2019,198000.0,Automatic,720000.0,,https://contactcars.com/en/used-cars/opel-astra/3e730db8e2fc?status=Used
لانوس ٢٠١٠ بحالة جيده جدا,Giza,El Haram,Chevrolet,Lanos,2010,183000.0,Manual,275000.0,,https://contactcars.com/en/used-cars/chevrolet-lanos/c343117e7f14?status=Used
كيا سبورتاج 2023 - KIA SPORTAGE 2023 TOPLINE,Ismailia,Ismailia,Kia,Sportage,2023,26000.0,Automatic,1850000.0,370000.0,https://contactcars.com/en/used-cars/kia-sportage/10dcd60719ae?status=Used
Range Rover Velar 2021,Cairo,New Cairo & 5th Settlement,Range Rover,Velar,2021,55000.0,Automatic,2000000.0,,https://contactcars.com/en/used-cars/range_rover-velar/58cfea08c2d1?status=Used?dealer=1519551
Audi A5 2023,Cairo,New Cairo & 5th Settlement,Audi,A5,2023,12000.0,Automatic,1500000.0,300000.0,https://contactcars.com/en/used-cars/audi-a5/80ad354c982d?status=Used?dealer=1519551
Mercedes E230,Cairo,New Cairo & 5th Settlement,Mercedes,E230,2008,290000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/mercedes-e230/68334e84f1ef?status=Used
رينو ميجان ( سيجنتشر بلس ) أعلي فئة ١٦٠٠ سي سي,Giza,6th of October,Renault,Megane,2020,72000.0,Automatic,1200000.0,240000.0,https://contactcars.com/en/used-cars/renault-megane/cfc410eacde3?status=Used
هيونداي AD 2018 كسر زيرو,Cairo,Shoubra,Hyundai,Elantra AD,2018,70000.0,Automatic,810000.0,,https://contactcars.com/en/used-cars/hyundai-elantra_ad/cd3288e133a9?status=Used
حاله مميزه,Giza,El Haram,Subaru,XV,2021,71000.0,Automatic,1250000.0,,https://contactcars.com/en/used-cars/subaru-xv/c7757c0b2277?status=Used
بيچو ٢٠٠٨ موديل ٢٠٢٢,Cairo,New Cairo & 5th Settlement,Peugeot,2008,2022,80000.0,Automatic,1400000.0,280000.0,https://contactcars.com/en/used-cars/peugeot-2008/33309c0ba023?status=Used
"Used Volvo xc60 Inscription B5 AWD, YOM 2022, 249 HP.",Cairo,Nasr City,Volvo,XC 60,2022,7500.0,Automatic,3750000.0,937500.0,https://contactcars.com/en/used-cars/volvo-xc_60/98e4fd01fb6e?status=Used
Jeep Renegade 2022,Cairo,New Cairo & 5th Settlement,Jeep,Renegade,2022,17500.0,Automatic,1480000.0,296000.0,https://contactcars.com/en/used-cars/jeep-renegade/99b95254b362?status=Used
سبورتاج ٢٠١٥ فبريكة بحالة ممتازة,Giza,Sheikh Zayed,Kia,Sportage,2015,250000.0,Automatic,960000.0,,https://contactcars.com/en/used-cars/kia-sportage/9ed80ac5375d?status=Used
bmw e60 520,Cairo,New Cairo & 5th Settlement,BMW,520i,2005,137000.0,Automatic,800000.0,,https://contactcars.com/en/used-cars/bmw-520i/0ca92191a776?status=Used
Mercedes C180 2022,Cairo,New Cairo & 5th Settlement,Mercedes,C180,2018,95000.0,Automatic,810000.0,,https://contactcars.com/en/used-cars/mercedes-c180/1fef8a46fef0?status=Used?dealer=1519479
KIA Ceed 2016 130000 km Giza,Giza,6th of October,Kia,Ceed,2016,130000.0,Automatic,750000.0,,https://contactcars.com/en/used-cars/kia-ceed/d71a4009804a?status=Used
White GLA 200 excellent condition,Cairo,New Cairo & 5th Settlement,Mercedes,GLA 200,2015,97000.0,Automatic,1700000.0,,https://contactcars.com/en/used-cars/mercedes-gla_200/1ae225e701d9?status=Used
نيسان صنى N 17 مو ٢٠١٦,Cairo,Nasr City,Nissan,Sunny,2016,150000.0,Automatic,550000.0,,https://contactcars.com/en/used-cars/nissan-sunny/8f6d483a33bb?status=Used
التو موديل ٢٠٢٢ كسر زيرو ١٦ الف كم فقط,Giza,El Haram,Suzuki,Alto,2022,16000.0,Manual,370000.0,74000.0,https://contactcars.com/en/used-cars/suzuki-alto/e1559ac6db05?status=Used
MG zs 2024,Cairo,Heliopolis,MG,ZS,2024,294.0,Automatic,1060000.0,,https://contactcars.com/en/used-cars/mg-zs/110688967737?status=Used
رينوا كادچار 2018,Cairo,Maadi,Renault,Kadjar,2018,45000.0,Automatic,1050000.0,,https://contactcars.com/en/used-cars/renault-kadjar/2776181921f7?status=Used
Tuscon سيارة بحالة جيدة جدا,Giza,6th of October,Hyundai,Tucson,2019,130000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/d3d61c707654?status=Used
سيارة رينو لوجان 2011 فابريكة استعمال بسيط 76 الف كم,Cairo,Abbasiya,Renault,Logan,2011,76000.0,Manual,315000.0,,https://contactcars.com/en/used-cars/renault-logan/548443e328d3?status=Used
verna,Giza,6th of October,Hyundai,Verna 1.6,2014,172000.0,Automatic,410000.0,,https://contactcars.com/en/used-cars/hyundai-verna_1.6/329435847064?status=Used
GLA 200 2017 AMG,Cairo,Madinaty,Mercedes,GLA 200,2017,108000.0,Automatic,1850000.0,,https://contactcars.com/en/used-cars/mercedes-gla_200/42964987cb1d?status=Used
سيارة للبيع,Giza,Sheikh Zayed,BMW,X3,2015,220000.0,Automatic,1900000.0,,https://contactcars.com/en/used-cars/bmw-x3/5bf319b28bd1?status=Used
Mercedes Benz gla200 2015 perfect condition,Cairo,El Sherouk City,Mercedes,GLA 200,2015,130000.0,Automatic,1750000.0,,https://contactcars.com/en/used-cars/mercedes-gla_200/2cc87b0419e5?status=Used
اوبل كروس لاند 2023 توب لاين,Cairo,6th of October,OPEL,Cross Land,2023,21000.0,Automatic,450000.0,,https://contactcars.com/en/used-cars/opel-cross_land/f3c674bf0e56?status=Used?dealer=1519264
شيري أريزو ٥ بحالة ممتازة,Alexandria,El Seyof Shama'a,Chery,ARRIZO 5,2021,8000.0,Manual,525000.0,262500.0,https://contactcars.com/en/used-cars/chery-arrizo_5/0f58bdd37034?status=Used
Renault Kadhar,Giza,6th of October,Renault,Kadjar,2018,82000.0,Automatic,1050000.0,,https://contactcars.com/en/used-cars/renault-kadjar/a36facacb3f2?status=Used
جيتز كامله اتوماتيك حالة ممتازة,Cairo,Heliopolis,Hyundai,Getz,2010,101000.0,Automatic,450000.0,,https://contactcars.com/en/used-cars/hyundai-getz/f195bcbc146b?status=Used
اوبل كورسا كسر زيرو,Giza,Oasis Road,OPEL,Corsa,2022,40000.0,Automatic,1200000.0,240000.0,https://contactcars.com/en/used-cars/opel-corsa/b61add53c8e9?status=Used
شيفورليه نيو اوبترا,Cairo,Shoubra,Chevrolet,Optra,2020,156000.0,Automatic,560000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/41e196d50358?status=Used
كرايسلر 300c حالة ممتازة,Cairo,New Cairo & 5th Settlement,Chrysler,300C,2013,71000.0,Automatic,2500000.0,,https://contactcars.com/en/used-cars/chrysler-300c/352a4ab1f443?status=Used
كيا بيكانتو ٢٠٠٩ بحاله ممتازه,Giza,6th of October,Kia,Picanto,2009,55000.0,Manual,350000.0,,https://contactcars.com/en/used-cars/kia-picanto/202f16acc37a?status=Used
توسان 2019 حاله ممتازه,Cairo,Heliopolis,Hyundai,Tucson,2019,147000.0,Automatic,1250000.0,,https://contactcars.com/en/used-cars/hyundai-tucson/933e832f0c00?status=Used?dealer=1519554
فورد فوكس ٢٠٢٢,Giza,Sheikh Zayed,Ford,Focus,2022,67800.0,Automatic,975000.0,243750.0,https://contactcars.com/en/used-cars/ford-focus/5b2522632574?status=Used
فيات تيبو,Luxor,Esna,Fiat,Tipo,2021,72000.0,Automatic,950000.0,,https://contactcars.com/en/used-cars/fiat-tipo/3ba6608b8f72?status=Used
Volvo s60,Giza,6th of October,Volvo,S60,2018,210000.0,Automatic,1050000.0,,https://contactcars.com/en/used-cars/volvo-s60/0bcb9bc9d727?status=Used
اودي Q3 سبورت باك ٢٠٢٣,Cairo,Nasr City,Audi,Q3,2023,10000.0,Automatic,2650000.0,530000.0,https://contactcars.com/en/used-cars/audi-q3/9f961e89ae3d?status=Used
مرسيدس e250 2011 افنجارد فابريقه بالكامل,Cairo,Heliopolis,Mercedes,E 250,2011,170000.0,Automatic,1800000.0,,https://contactcars.com/en/used-cars/mercedes-e_250/274ffd44565f?status=Used?dealer=1519349
رينو لوجان كامله اتوماتيك2015 استعمال راقي تم نزول السعر,Giza,6th of October,Renault,Logan,2015,180000.0,Automatic,360000.0,,https://contactcars.com/en/used-cars/renault-logan/3d1e617695d3?status=Used
bmw 318i model 2019,Cairo,Rehab City,BMW,318i,2019,70000.0,Automatic,1750000.0,350000.0,https://contactcars.com/en/used-cars/bmw-318i/43c0e13aede6?status=Used
MG 6,Cairo,Nasr City,MG,6,2022,40000.0,Automatic,950000.0,475000.0,https://contactcars.com/en/used-cars/mg-6/d15f18f6c2a5?status=Used
XC40 Rdesign T5 MY.21,Giza,6th of October,Volvo,XC 40,2021,45000.0,Automatic,2400000.0,600000.0,https://contactcars.com/en/used-cars/volvo-xc_40/0f7678f51740?status=Used
porsche boster 718,Alexandria,Kafr Abdo,Porsche,Boxster,2024,300.0,Automatic,8000000.0,1600000.0,https://contactcars.com/en/used-cars/porsche-boxster/060a2fa0dbb1?status=Used
هيونداى النترا HD فابريكا,Cairo,Sheraton,Hyundai,Elantra HD,2018,100600.0,Automatic,700000.0,,https://contactcars.com/en/used-cars/hyundai-elantra_hd/2155e2095b83?status=Used
فورد فيستا ٢٠١٢,Giza,Sheikh Zayed,Ford,Fiesta,2012,146000.0,Automatic,495000.0,,https://contactcars.com/en/used-cars/ford-fiesta/3d3a1fc4708c?status=Used
فورد كوجا ٢٠١٩ ST,Giza,Sheikh Zayed,Ford,Kuga,2019,155000.0,Automatic,1200000.0,,https://contactcars.com/en/used-cars/ford-kuga/b83ae32126be?status=Used
جيب جراند شيروكي 2020,Cairo,Nasr City,Jeep,Grand Cherokee,2020,22000.0,Automatic,4150000.0,830000.0,https://contactcars.com/en/used-cars/jeep-grand_cherokee/9c329d143acc?status=Used
أريزو ٥ ٢٠٢٣ الفئه التانيه اتوماتيك فرش ج فبركا بالكامل كسر زيرو,Cairo,New Cairo & 5th Settlement,Chery,ARRIZO 5,2023,19000.0,Automatic,680000.0,340000.0,https://contactcars.com/en/used-cars/chery-arrizo_5/4fa546130507?status=Used
سيارة مرسيدس C280,Cairo,Nasr City,Mercedes,C 280,2008,150000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/mercedes-c_280/4ae9c0150eda46adb6b60346eebe254d?status=Used?dealer=1519331
سيارة فولكس تيجوان,Cairo,Nasr City,Volkswagen,Tiguan,2018,160000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/volkswagen-tiguan/eabb494ce55048c59c32c497d5025b00?status=Used?dealer=1519331
سيارة شيفروليه أوبترا OPTRA,Cairo,Nasr City,Chevrolet,Optra,2021,77000.0,Automatic,300000.0,,https://contactcars.com/en/used-cars/chevrolet-optra/0810f416bcb4?status=Used?dealer=1519331
سيارة لانسر شارك,Cairo,Nasr City,Mitsubishi,Lancer,2016,110000.0,Automatic,400000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/ebedaedad9ec?status=Used?dealer=1519331
شيري انفي 5,Cairo,Nasr City,Chery,ARRIZO 5,2023,37000.0,Automatic,220000.0,,https://contactcars.com/en/used-cars/chery-arrizo_5/1947a7843870?status=Used?dealer=1519331
لانسر شارك ٢٠١٥,Cairo,Mokattam,Mitsubishi,Lancer,2015,162000.0,Automatic,620000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/76e19369535c?status=Used
كورولا ٢٠٢٢ أعلى فئه,Cairo,Mokattam,Toyota,Corolla,2022,99000.0,Automatic,1275000.0,,https://contactcars.com/en/used-cars/toyota-corolla/5b18e73092da?status=Used
رينو داستر أعلى فئه,Cairo,Heliopolis,Renault,Duster,2018,198000.0,Automatic,685000.0,,https://contactcars.com/en/used-cars/renault-duster/dba9fdfc7fa9?status=Used
فولكس فاغن جيتا خليجى موديل ٢٠١٠ اعلى فئه بحالة ممتازة,Cairo,Madinaty,Volkswagen,Jetta,2010,202000.0,Automatic,830000.0,,https://contactcars.com/en/used-cars/volkswagen-jetta/6f87f1404d4b?status=Used
كيا سيراتو أعلى فئة فبريكه بالكامل بره وجوه,Cairo,Heliopolis,Kia,Cerato,2015,200000.0,Automatic,795000.0,,https://contactcars.com/en/used-cars/kia-cerato/82c88c8c7592?status=Used
Aston Martin DB11,Cairo,New Cairo & 5th Settlement,Aston Martin,DB9,2024,10.0,Automatic,16500000.0,,https://contactcars.com/en/used-cars/aston_martin-db9/dcf76335eee0?status=Used?dealer=1519263
رينو ميجان 2020 كسر زيرو,Cairo,Heliopolis,Renault,Megane,2020,120000.0,Automatic,810000.0,,https://contactcars.com/en/used-cars/renault-megane/3ca036620af6?status=Used
Maserati Grecale,Cairo,New Cairo & 5th Settlement,Maserati,Grecale,2024,10.0,Automatic,5500000.0,,https://contactcars.com/en/used-cars/maserati-grecale/015f91a5d8bd?status=Used?dealer=1519263
Mercedes C300 2020,Giza,Sheikh Zayed,Mercedes,C300,2020,37000.0,Automatic,1170000.0,,https://contactcars.com/en/used-cars/mercedes-c300/9d4072e4aebc?status=Used?dealer=1519477
Mercedes Sprinter 2022,Giza,Sheikh Zayed,Mercedes,sprinter,2022,1800.0,Automatic,4800000.0,,https://contactcars.com/en/used-cars/mercedes-sprinter/4d11090ac455?status=Used?dealer=1519477
Renault Cevo 2020,Giza,Sheikh Zayed,Renault,Cevo,2020,10000.0,Automatic,170000.0,,https://contactcars.com/en/used-cars/renault-cevo/3e4dcd3c6162?status=Used?dealer=1519477
Renault Twizy 2018,Giza,Sheikh Zayed,Renault,Twizy,2018,9000.0,Automatic,170000.0,,https://contactcars.com/en/used-cars/renault-twizy/092fcd0be1e5?status=Used?dealer=1519477
BMW 320i 2023,Giza,Sheikh Zayed,BMW,320i,2023,15000.0,Automatic,1840000.0,,https://contactcars.com/en/used-cars/bmw-320i/2047cdf117a6?status=Used?dealer=1519477
BMW 318i luxury 2017 excellent condition,Cairo,New Cairo & 5th Settlement,BMW,318i,2017,117000.0,Automatic,1490000.0,,https://contactcars.com/en/used-cars/bmw-318i/9ab44cc53eca?status=Used
Ford Focus 2014 الفئة الثانية,Cairo,Maadi,Ford,Focus,2014,258242.0,Automatic,520000.0,,https://contactcars.com/en/used-cars/ford-focus/a5bc2a78d158?status=Used
BMW X5 2018,Cairo,New Cairo & 5th Settlement,BMW,X5,2018,150000.0,Automatic,2950000.0,,https://contactcars.com/en/used-cars/bmw-x5/d45b90f080b3?status=Used
أوبل جراند لاند كسر زيرو,Cairo,Nasr City,OPEL,Grand Land,2020,120000.0,Automatic,1200000.0,,https://contactcars.com/en/used-cars/opel-grand_land/285ac9d8517e?status=Used
**C200 AMG 2022 **HOT PRICE,Giza,Sheikh Zayed,Mercedes,C200,2022,19000.0,Automatic,3300000.0,660000.0,https://contactcars.com/en/used-cars/mercedes-c200/2a62bb5fd690?status=Used
سيووكى ماروتى ٢٠٠٨ للبيع,Giza,6th of October,Suzuki,Maruti,2008,150000.0,Manual,130000.0,,https://contactcars.com/en/used-cars/suzuki-maruti/6830b01cd96c?status=Used
E200 wakeel -2022,Cairo,New Cairo & 5th Settlement,Mercedes,E200,2022,60000.0,Automatic,4500000.0,900000.0,https://contactcars.com/en/used-cars/mercedes-e200/e50c83b8c39f?status=Used
لانسر شارك فابريكة بالكامل,Cairo,Madinaty,Mitsubishi,Lancer,2016,153000.0,Automatic,665000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/899da61f3636?status=Used
رينو لوجان 2010 بحاله ممتازه للبيع,Cairo,New Cairo & 5th Settlement,Renault,Logan,2010,280000.0,Manual,220000.0,,https://contactcars.com/en/used-cars/renault-logan/b9c1965f05b9?status=Used
Porsche Macan 2022,Giza,Sheikh Zayed,Porsche,Macan,2022,20000.0,Automatic,1960000.0,,https://contactcars.com/en/used-cars/porsche-macan/75d41eecec26?status=Used?dealer=1519477
Mercedes C180 استعمال راقى,Giza,Sheikh Zayed,Mercedes,C180,2019,135000.0,Automatic,2150000.0,,https://contactcars.com/en/used-cars/mercedes-c180/f6721d7baaea?status=Used
ستيب واى فابريكا,Giza,Doki,Renault,Sandero Stepway,2012,74000.0,Manual,415000.0,,https://contactcars.com/en/used-cars/renault-sandero_stepway/53eb4cc30d7e?status=Used
كيا ريو خليجي,Cairo,Heliopolis,Kia,Rio,2013,125000.0,Automatic,620000.0,,https://contactcars.com/en/used-cars/kia-rio/24b6289cc93a?status=Used
مرسيدس gla 200,Giza,Sheikh Zayed,Mercedes,GLA 200,2021,2000.0,Automatic,3050000.0,610000.0,https://contactcars.com/en/used-cars/mercedes-gla_200/bab838996c61?status=Used
جيب رينجيد اعلى فئة 4×4 رخصة سنتين حالة ممتازة,Giza,El Mohndseen,Jeep,Renegade,2017,138000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/jeep-renegade/171d9c65521a?status=Used
كيا سبورتاج ٢٠١٩ فبريكا,Cairo,El Sherouk City,Kia,Sportage,2019,123000.0,Automatic,1350000.0,,https://contactcars.com/en/used-cars/kia-sportage/a408a691a1f6?status=Used
Bmw x6 2019 .. all fabric.. only 40000 km,Cairo,Nasr City,BMW,X6,2019,40000.0,Automatic,1500000.0,,https://contactcars.com/en/used-cars/bmw-x6/c51b21ce8e2a?status=Used?dealer=1519483
سيات ابيزا 2015 فبريكا بالكامل,Cairo,New Cairo & 5th Settlement,Seat,Ibiza,2015,180000.0,Automatic,625000.0,,https://contactcars.com/en/used-cars/seat-ibiza/9adef159dc70?status=Used
تي روك موديل 2024 5 الاف كيلو فقط,Cairo,New Cairo & 5th Settlement,Volkswagen,T-Roc,2024,5000.0,Automatic,2050000.0,410000.0,https://contactcars.com/en/used-cars/volkswagen-t_roc/64e0cc868d76?status=Used
كورلا2020 فبريكا فئه تانيه,Cairo,New Cairo & 5th Settlement,Toyota,Corolla,2020,70000.0,Automatic,1050000.0,210000.0,https://contactcars.com/en/used-cars/toyota-corolla/7e627c03996e?status=Used
هيواندىCN7 الفئه الخامسه,Cairo,Nasr City,Hyundai,Elantra CN7,2021,44000.0,Automatic,1180000.0,236000.0,https://contactcars.com/en/used-cars/hyundai-elantra_cn7/b71be4e89b8d?status=Used
Mercedes C180 2013 turbo,Giza,Doki,Mercedes,C180,2013,113000.0,Automatic,1685000.0,,https://contactcars.com/en/used-cars/mercedes-c180/8a4580553bb2?status=Used
ام جي اrx5 2021 لاكشري,Giza,Imbaba,MG,RX5,2021,30000.0,Automatic,1100000.0,550000.0,https://contactcars.com/en/used-cars/mg-rx5/c9b434e5d06a?status=Used
ford focus 2018 1000 turbo,Giza,6th of October,Ford,Focus,2018,115000.0,Automatic,490000.0,,https://contactcars.com/en/used-cars/ford-focus/abb45e05fac7?status=Used
رينو كادجار,Cairo,Nasr City,Renault,Kadjar,2019,83000.0,Automatic,1050000.0,210000.0,https://contactcars.com/en/used-cars/renault-kadjar/f85640545f22?status=Used
Subaru XV,Giza,6th of October,Subaru,XV,2015,158000.0,Automatic,850000.0,,https://contactcars.com/en/used-cars/subaru-xv/300355982155?status=Used
بيجو 301 أكتيف - موديل 2020,Cairo,Maadi,Peugeot,301,2020,72000.0,Automatic,700000.0,,https://contactcars.com/en/used-cars/peugeot-301/ef257a7a59b5?status=Used
جيلي اكس باندينو فابريكا 2013,Cairo,Heliopolis,Geely,X Pandino,2013,57000.0,Automatic,365000.0,,https://contactcars.com/en/used-cars/geely-x_pandino/d9273e393b74?status=Used
جراند شيروكي فابريكا والسعر قابل للتفاوض,Cairo,New Cairo & 5th Settlement,Jeep,Grand Cherokee,2016,170000.0,Automatic,2300000.0,,https://contactcars.com/en/used-cars/jeep-grand_cherokee/c30123853ac9?status=Used
اوبل استرا بسعر منطقي,Cairo,Mokattam,OPEL,Astra,2020,170000.0,Automatic,810000.0,,https://contactcars.com/en/used-cars/opel-astra/72212b4da313?status=Used
bmw x1 2013,Hurghada,Al Kawthar,BMW,X1,2013,272000.0,Automatic,1100000.0,,https://contactcars.com/en/used-cars/bmw-x1/52167e993993?status=Used
هيونداي توسان فبريكا بالكامل,Cairo,Nasr City,Hyundai,Tucson,2019,80000.0,Automatic,1535000.0,307000.0,https://contactcars.com/en/used-cars/hyundai-tucson/d875e19504a8?status=Used
Jeep warnglar 2010,Giza,Doki,Jeep,Wrangler,2010,250000.0,Automatic,1400000.0,,https://contactcars.com/en/used-cars/jeep-wrangler/62944c5ddf8a?status=Used
كورولا ٢٠١٩,Cairo,New Cairo & 5th Settlement,Toyota,Corolla,2019,145000.0,Automatic,1050000.0,,https://contactcars.com/en/used-cars/toyota-corolla/c9d7bac44431?status=Used
لانسر شارك بحالة جيدة,Cairo,Heliopolis,Mitsubishi,Lancer,2015,278000.0,Automatic,750000.0,,https://contactcars.com/en/used-cars/mitsubishi-lancer/a3f1a873f0c1?status=Used
بيجو ٢٠٦ معدله GTI,Giza,El Omranya,Peugeot,206,2000,50000.0,Manual,310000.0,,https://contactcars.com/en/used-cars/peugeot-206/42f000b68e18?status=Used
رينو فلوانس موديل ٢٠١٦ خليجي حاله جيدة جدا,Cairo,New Cairo & 5th Settlement,Renault,Fluence,2016,130400.0,Automatic,650000.0,,https://contactcars.com/en/used-cars/renault-fluence/8b878fb09870?status=Used
nissan sunny n16 2015,Cairo,Madinaty,Nissan,Sunny,2015,170000.0,Automatic,525000.0,,https://contactcars.com/en/used-cars/nissan-sunny/93d89076155e?status=Used
النترا بحاله الزيرو,Cairo,Shoubra,Hyundai,Elantra CN7,2022,50000.0,Automatic,1180000.0,236000.0,https://contactcars.com/en/used-cars/hyundai-elantra_cn7/57f61d525487?status=Used
سوزوكي ديزاير ٢٠٢٣ رخصة ٣ سنين لون ازرق بترولي اوتماتيك,Giza,Sheikh Zayed,Suzuki,Dzire,2023,11000.0,Automatic,710000.0,142000.0,https://contactcars.com/en/used-cars/suzuki-dzire/109edf9709bb?status=Used
بريليانس v6 الفئة التانية العربية جديدة,Cairo,Mokattam,Brilliance,V6,2019,75000.0,Automatic,975000.0,,https://contactcars.com/en/used-cars/brilliance-v6/aac86763aade?status=Used
glc 300,Alexandria,Al Ajmi,Mercedes,GLC 300,2024,4500.0,Automatic,5650000.0,1130000.0,https://contactcars.com/en/used-cars/mercedes-glc_300/be8d768ab8c7?status=Used
چيب رينجيد 2022,Cairo,Nasr City,Jeep,Renegade,2022,30000.0,Automatic,560000.0,,https://contactcars.com/en/used-cars/jeep-renegade/f02411916e9c?status=Used?dealer=1519538
ايليوس A30 2022 اعلي فئة,Cairo,Nasr City,Dongfeng,Aeolus A30,2022,41000.0,Automatic,263000.0,,https://contactcars.com/en/used-cars/dongfeng-aeolus_a30/8764a0c5e376?status=Used?dealer=1519382
مرسيدس A180 سيدان,Giza,Sheikh Zayed,Mercedes,A180,2021,45500.0,Automatic,2200000.0,440000.0,https://contactcars.com/en/used-cars/mercedes-a180/23996c587802?status=Used
كورولا ٢٠٠٧,Cairo,New Cairo & 5th Settlement,Toyota,Corolla,2007,408000.0,Automatic,660000.0,,https://contactcars.com/en/used-cars/toyota-corolla/0302dc98efd0?status=Used
jaguar f-type like new,Cairo,New Cairo & 5th Settlement,Jaguar,F-TYPE,2022,6500.0,Automatic,5300000.0,1060000.0,https://contactcars.com/en/used-cars/jaguar-f_type/62b523b6a8b4?status=Used
Seat Tarraco FR,Cairo,New Cairo & 5th Settlement,Seat,Tarraco,2024,2500.0,Automatic,2375000.0,593750.0,https://contactcars.com/en/used-cars/seat-tarraco/2992916c4cac?status=Used
بيجو 3008,Giza,El Haram,Peugeot,3008,2022,40.0,Automatic,10600.0,2120.0,https://contactcars.com/en/used-cars/peugeot-3008/f56245a9f807?status=Used
C5 موديل ٢٠٢٢,Cairo,New Cairo & 5th Settlement,Citroen,C5 Aircross,2022,40000.0,Automatic,1450000.0,290000.0,https://contactcars.com/en/used-cars/citroen-c5_aircross/0673e9dcd000?status=Used
رينو ستيب واى مانيوال,Cairo,New Cairo & 5th Settlement,Renault,Sandero Stepway,2015,150000.0,Manual,420000.0,,https://contactcars.com/en/used-cars/renault-sandero_stepway/35d4d6e832bf?status=Used
ام جى RX5 Plus,Giza,El Haram,MG,RX5 Plus,2023,3300.0,Automatic,1400000.0,700000.0,https://contactcars.com/en/used-cars/mg-rx5_plus/6189849688ef?status=Used
نيسان صني مالك اول من الزيرو فابريكه بالكامل,Cairo,El Sherouk City,Nissan,Sunny,2014,128000.0,Automatic,480000.0,,https://contactcars.com/en/used-cars/nissan-sunny/0e5d953cde94?status=Used
كيا سيد ٢٠١٦,Cairo,Nasr City,Kia,Ceed,2016,107000.0,Automatic,750000.0,,https://contactcars.com/en/used-cars/kia-ceed/269cd4e6a8dd46dcaadf38d977403c80?status=Used?dealer=1519538
BMW X3,Cairo,Nasr City,BMW,X3,2016,146000.0,Automatic,1150000.0,,https://contactcars.com/en/used-cars/bmw-x3/217e4c2ab5ea?status=Used?dealer=1519538
شيري تيجو 7 بيزلاين,Cairo,Nasr City,Chery,Tiggo 7,2022,66000.0,Automatic,440000.0,,https://contactcars.com/en/used-cars/chery-tiggo_7/679998c9d8c7?status=Used?dealer=1519538
مرسيدس E200 AMG,Cairo,Nasr City,Mercedes,E200,2015,190000.0,Automatic,1300000.0,,https://contactcars.com/en/used-cars/mercedes-e200/6ed1b3f43db6?status=Used?dealer=1519538
BMW 2018,Cairo,Nasr City,BMW,X1,2018,140000.0,Automatic,950000.0,,https://contactcars.com/en/used-cars/bmw-x1/ae8d12ea999a?status=Used?dealer=1519538
جراند شيروكي 2017,Cairo,Nasr City,Jeep,Grand Cherokee,2017,124000.0,Automatic,1400000.0,,https://contactcars.com/en/used-cars/jeep-grand_cherokee/5c5e07872ada?status=Used?dealer=1519538
جاجوار 2008,Cairo,Nasr City,Jaguar,S Type,2008,123000.0,Automatic,1150000.0,,https://contactcars.com/en/used-cars/jaguar-s_type/3dfa92f40cfc?status=Used?dealer=1519538
MG HS Liverpool editin 2021,Alexandria,The Hadra,MG,HS,2021,100000.0,Automatic,1200000.0,,https://contactcars.com/en/used-cars/mg-hs/04cc09e070c2?status=Used
Grand cherokee,Cairo,New Cairo & 5th Settlement,Jeep,Grand Cherokee,2019,70000.0,Automatic,3900000.0,780000.0,https://contactcars.com/en/used-cars/jeep-grand_cherokee/2e111706aa9f?status=Used
رينو نيو لوجان ٢٠١٧,Cairo,Mokattam,Renault,Logan,2017,123000.0,Automatic,450000.0,,https://contactcars.com/en/used-cars/renault-logan/9c8cff3d49ec?status=Used
